Model,MSE,MAE
RNN1,27.552717244656314,4.328539942351864
RNN2,154.547020214397,10.779026676231707
GRU1,20.901283277399106,3.6904401644854476
GRU2,21.23274257628641,3.7492573160520726
LSTM1,20.693528971644632,3.7004140934474026
LSTM2,68.53731213959708,6.568547208544233
